Base Word,Guideword,Level,Part of Speech,Topic
in practice,,B2,phrase,
in practice,,B2,phrase,
in private,,B2,phrase,
in private,,B2,phrase,
in progress,,B2,phrase,
in progress,,B2,phrase,
in public,,B2,phrase,
input,IDEAS,B2,noun,
input,COMPUTER,B2,noun,technology
inquire,,B2,verb,communication
in reference to sth,,B2,phrase,communication
in relation to sth,,B2,phrase,
in relation to sth,,B2,phrase,
in relation to sth,,B2,phrase,
in relation to sth,,B2,phrase,
in response to,,B2,phrase,communication
in response to,,B2,phrase,communication
in return,,B2,phrase,
in sb's direction,,B2,phrase,
in sb's direction,,B2,phrase,
in sb's eyes,,B2,phrase,
in sb's eyes,,B2,phrase,people: personality
in season,,B2,phrase,"food and drink, natural world"
in season,,B2,phrase,"food and drink, natural world"
in secret,,B2,phrase,
in secret,,B2,phrase,
inside,FEELING,B2,adverb,people: personality
inside,UNDER SURFACE,B2,adjective,describing things
inside,INNER PART,B2,noun,describing things
inside out,,B2,phrase,"clothes, describing things"
insist,SAY FIRMLY,B2,verb,communication
in some/many respects,,B2,phrase,
inspector,OFFICER,B2,noun,"crime, work"
inspector,OFFICIAL,B2,noun,work
inspiration,IDEAS,B2,noun,people: personality
inspire,ENCOURAGE,B2,verb,people: personality
inspire,PROVIDE IDEA,B2,verb,people: personality
inspire,FEELING,B2,verb,people: personality
instant,,B2,adjective,
instantly,,B2,adverb,
institute,,B2,noun,"education, buildings"
institution,ORGANIZATION,B2,noun,"education, work"
institution,PLACE,B2,noun,buildings
in stock,,B2,phrase,shopping
in stock/out of stock,,B2,phrase,shopping
insult,RUDE REMARK,B2,noun,communication
insult,,B2,verb,communication
insurance,,B2,noun,money
insure,,B2,verb,
intellectual,THOUGHT,B2,adjective,people: personality
intelligence,,B2,noun,people: personality
intensive,,B2,adjective,
intention,,B2,noun,
interact,,B2,verb,"communication, people: actions"
interactive,COMPUTER GAMES,B2,adjective,technology
interfere,TRY TO CONTROL,B2,verb,people: actions
interior,,B2,noun,
in ... terms/in terms of sth,,B2,phrase,
internal,,B2,adjective,
interpret,LANGUAGE,B2,verb,communication
interrupt,STOP HAPPENING,B2,verb,
interruption,,B2,noun,
in that case,,B2,phrase,communication
in that case,,B2,phrase,communication
in the first place,,B2,phrase,
in the first place,,B2,phrase,
in the first place,,B2,phrase,
in the long run,,B2,phrase,
in the long term,,B2,phrase,
in the meantime,,B2,phrase,
in the middle of nowhere,,B2,phrase,
in the middle of nowhere,,B2,phrase,
in the near future,,B2,phrase,
in the near future,,B2,phrase,
in theory,,B2,phrase,
in the short term,,B2,phrase,
in this respect/in many respects,,B2,phrase,
in those days,,B2,phrase,
intransitive,,B2,adjective,
introduce,SOMETHING NEW,B2,verb,people: actions
introduction,FIRST MEETING,B2,noun,"communication, relationships"
introduction,TEXT,B2,noun,communication
introduction,BASIC KNOWLEDGE,B2,noun,education
introduction,SOMETHING NEW,B2,noun,people: actions
in two/half,,B2,phrase,describing things
invade,WAR,B2,verb,people: actions
invasion,WAR,B2,noun,people: actions
invent,NOT TRUE,B2,verb,communication
inventor,,B2,noun,
invest,MONEY,B2,verb,"money, people: actions"
invest,"TIME/ENERGY, ETC.",B2,verb,people: actions
investigate,,B2,verb,"crime, people: actions"
investigation,,B2,noun,"crime, people: actions"
investigator,,B2,noun,"crime, work"
investment,MONEY,B2,noun,money
investment,"TIME/EFFORT, ETC.",B2,noun,
investor,,B2,noun,money
in view of sth,,B2,phrase,
in view of sth,,B2,phrase,
invisible,,B2,adjective,
involve,TAKE PART,B2,verb,
involvement,,B2,noun,
in/with regard to sth,,B2,phrase,
in writing,,B2,phrase,communication
in writing,,B2,phrase,communication
I only hope (that)/I only wish (that),,B2,phrase,communication
irregular,SHAPE,B2,adjective,describing things
irregular,TIME,B2,adjective,
irresponsible,,B2,adjective,people: personality
irritated,,B2,adjective,people: personality
irritating,,B2,adjective,people: personality
issue,MAGAZINE,B2,noun,arts and media
it,SEEM,B2,pronoun,
it appears (that),,B2,phrase,
itch,SKIN,B2,verb,body and health
item,NEWS,B2,noun,arts and media
it goes without saying,,B2,phrase,communication
it goes without saying,,B2,phrase,communication
it's a good thing,,B2,phrase,communication
it's a good thing,,B2,phrase,communication
It seems...,,B2,phrase,
it's sb/sth,,B2,phrase,
I/We appreciate...,,B2,phrase,communication
jaw,,B2,noun,body and health
jealous,WANTING SOMETHING,B2,adjective,people: personality
jealously,,B2,adverb,people: personality
jewel,,B2,noun,"clothes, natural world"
job,RESPONSIBILITY,B2,noun,work
joint,,B2,adjective,
journalism,,B2,noun,"arts and media, work"
journey,,B2,noun,travel
joy,HAPPINESS,B2,noun,people: personality
joy,CAUSE OF HAPPINESS,B2,noun,people: personality
judge,COURT,B2,noun,"crime, work"
judging by/from,,B2,phrase,communication
judgment,OPINION,B2,noun,
jump,MOVE SUDDENLY,B2,verb,
junior,YOUNG PEOPLE,B2,adjective,
junior,LOWER RANK,B2,adjective,
junior,STUDENT,B2,noun,
junk food,,B2,noun,food and drink
jury,COURT,B2,noun,crime
just as,,B2,phrase,
justice,FAIRNESS,B2,noun,
justice,LAW,B2,noun,crime
justify,GIVE/BE REASON,B2,verb,communication
justify yourself,,B2,phrase,communication
keep,FOOD,B2,verb,
keep,ANIMALS,B2,verb,people: actions
keep a/your promise,,B2,phrase,people: actions
keep/bear sb/sth in mind,,B2,phrase,
keep/break a promise,,B2,phrase,communication
keep down sth or keep sth down,,B2,phrasal verb,people: actions
keep in shape,,B2,phrase,body and health
"keep notes/records, etc.",,B2,phrase,communication
keep sb amused,,B2,phrase,
keep sb company,,B2,phrase,relationships
keep sb company,,B2,phrase,relationships
keep (sb/sth) away,,B2,phrasal verb,people: actions
keep (sb/sth) back,,B2,phrasal verb,people: actions
keep sb/sth in mind,,B2,phrase,
keep sb waiting,,B2,phrase,
keep sth off (sb/sth),,B2,phrasal verb,people: actions
keep to sth,,B2,phrasal verb,
keep up (with sb/sth),UNDERSTAND,B2,phrasal verb,
keep up (with sb/sth),SAME SPEED,B2,phrasal verb,travel
keep your/an eye on sb/sth,,B2,phrase,people: actions
keep your/an eye on sb/sth,,B2,phrase,people: actions
keep your mouth shut,,B2,phrase,
keep your mouth shut,,B2,phrase,communication
key,KEYBOARD,B2,noun,"arts and media, technology"
key,IMPORTANT,B2,adjective,describing things
kill time,,B2,phrase,
kindness,,B2,noun,people: personality
kind of,,B2,phrase,describing things
kingdom,COUNTRY,B2,noun,politics
kneel,,B2,verb,people: actions
knock sb out,HIT SOMEONE,B2,phrasal verb,people: actions
knock sb out,DEFEAT IN COMPETITION,B2,phrasal verb,"people: actions, shopping"
knock sth down,,B2,phrasal verb,people: actions
knock sth/sb over,,B2,phrasal verb,people: actions
know better (than to do sth),,B2,phrase,people: personality
known,FAMILIAR,B2,adjective,
know of sth/sb,,B2,phrasal verb,
lack,NOT HAVE,B2,verb,
land,NOT SEA,B2,noun,natural world
landing,,B2,noun,travel
landlady,,B2,noun,
landlord,,B2,noun,
lane,PART,B2,noun,travel
lane,ROAD,B2,noun,travel
largely,,B2,adverb,communication
laser,,B2,noun,technology
last,AFTER ALL OTHERS,B2,adverb,
last but not least,,B2,phrase,communication
last but not least,,B2,phrase,
lastly,,B2,adverb,
last-minute,,B2,adjective,
late,NEAR THE END,B2,adverb,
later,IN THE FUTURE,B2,adjective,
latter,,B2,adjective,
laughter,,B2,noun,people: actions
launch,NEW PRODUCT,B2,verb,"people: actions, shopping"
launch,BEGIN,B2,verb,people: actions
laundry,,B2,noun,
law,RULE,B2,noun,crime
lay eggs,,B2,phrase,animals
layer,,B2,noun,
lay sb off or lay off sb,,B2,phrasal verb,work
laziness,,B2,noun,people: personality
lazy,RELAXED,B2,adjective,
lead,BE WINNING,B2,verb,shopping
lead,CONTROL,B2,verb,people: actions
lead,WINNING,B2,noun,shopping
"lead a busy/normal/quiet, etc. life",,B2,phrase,
leading,,B2,adjective,
"lead into/to/toward, etc.",,B2,phrase,travel
lead to sth,,B2,phrasal verb,
leaflet,,B2,noun,
leak,COME OUT,B2,verb,
leak,HOLE,B2,noun,
lean (sth) against/on sth,,B2,phrase,people: actions
"lean (sth) back/forward/out, etc.",,B2,phrase,people: actions
learn,CHANGE BEHAVIOR,B2,verb,people: personality
learn a/your lesson,,B2,phrase,
learner,,B2,noun,education
learning,,B2,noun,education
least,LESS,B2,pronoun,
least,,B2,determiner,describing things
leave,STAY IN SAME CONDITION,B2,verb,
leave out sb/sth or leave sb/sth out,,B2,phrasal verb,people: actions
leave sb alone,,B2,phrase,
leave sb alone,,B2,phrase,
leek,,B2,noun,food and drink
legal,ALLOWED,B2,adjective,crime
legal,TO DO WITH LAW,B2,adjective,crime
legally,,B2,adverb,crime
legend,STORY,B2,noun,communication
lend,BANK,B2,verb,"money, people: actions"
length,TIME,B2,noun,
leopard,,B2,noun,animals
lesson,EXPERIENCE,B2,noun,
let me/us,,B2,phrase,
let out sb/sth or let sb/sth out,,B2,phrasal verb,people: actions
let sb down or let down sb,,B2,phrasal verb,people: personality
let sb off or let off sb,,B2,phrasal verb,crime
"let sb/sth in/past/through, etc.",,B2,phrase,people: actions
level,HEIGHT,B2,noun,describing things
level,AMOUNT,B2,noun,describing things
level,,B2,adjective,describing things
liar,,B2,noun,people: personality
liberty,FREEDOM,B2,noun,
lick,,B2,verb,people: actions
lid,,B2,noun,
life,ENERGY,B2,noun,people: personality
life,PERSON'S EXISTENCE,B2,noun,
lifestyle,,B2,noun,
lifetime,,B2,noun,
light,MAKE BRIGHT,B2,verb,
lighting,,B2,noun,
like,TYPICAL OF,B2,preposition,
like crazy,,B2,phrase,
like mad,,B2,phrase,
limit,,B2,verb,people: actions
limited,WITHIN RANGE,B2,adjective,
line,TELEPHONE,B2,noun,"communication, technology"
line (sb/sth) up or line up (sb/sth),,B2,phrasal verb,people: actions
link,CONNECTION,B2,noun,
link,,B2,verb,
list,,B2,verb,communication
literally,,B2,adverb,
literary,,B2,adjective,arts and media
litter,,B2,noun,
little,SHORT,B2,adjective,
little,EMPHASIZE,B2,adjective,communication
little by little,,B2,phrase,
live for sth/sb,,B2,phrasal verb,people: personality
live on sth,MONEY,B2,phrasal verb,money
live on sth,FOOD,B2,phrasal verb,food and drink
liver,,B2,noun,body and health
live together,,B2,phrasal verb,relationships
live up to sth,,B2,phrasal verb,
live with sb,,B2,phrasal verb,relationships
living,,B2,adjective,
living,,B2,noun,"money, work"
load,PUT IN VEHICLE/MACHINE,B2,verb,people: actions
load,AMOUNT CARRIED,B2,noun,describing things
load,PUT ON COMPUTER,B2,verb,"people: actions, technology"
loaf,,B2,noun,food and drink
lobby,,B2,noun,buildings
locate,FIND,B2,verb,people: actions
lock in sb or lock sb in,,B2,phrasal verb,people: actions
lock out sb or lock sb out,,B2,phrasal verb,people: actions
logical,,B2,adjective,
log off/out,,B2,phrasal verb,"people: actions, technology"
log on/in,,B2,phrasal verb,"people: actions, technology"
lonely,PLACE,B2,adjective,
long-distance,,B2,adjective,
long-term,,B2,adjective,
look,DIRECTION,B2,verb,
look,APPEARANCE,B2,noun,people: appearance
look as if/as though,,B2,phrase,
look at sth,THINK,B2,phrasal verb,
look at sth,EXAMINE,B2,phrasal verb,people: actions
look at sth,READ,B2,phrasal verb,communication
look back,,B2,phrasal verb,
look down on sb,,B2,phrasal verb,people: personality
look forward to sth/doing sth,LETTER,B2,phrasal verb,communication
look into sth,,B2,phrasal verb,people: actions
look sb in the eye/eyes,IDIOM,B2,phrase,
look through sth,,B2,phrasal verb,communication
look up to sb,,B2,phrasal verb,people: personality
loose,NOT ATTACHED,B2,adjective,
lose,TIME/OPPORTUNITY,B2,verb,
"lose interest/patience, etc.",,B2,phrase,people: personality
lose touch,,B2,phrase,communication
lose touch,,B2,phrase,communication
lose track,,B2,phrase,
lose track,IDIOM,B2,phrase,
lose your life,,B2,phrase,
lose your temper,,B2,phrase,people: personality
lose your temper,,B2,phrase,people: personality
lose your voice,,B2,phrase,body and health
lose your voice,,B2,phrase,body and health
loss,NOT HAVING,B2,noun,
loss,DEATH,B2,noun,
love,INTEREST,B2,noun,people: personality
love at first sight,,B2,phrase,
lovely,ENJOYABLE,B2,adjective,describing things
lovely,BEAUTIFUL,B2,adjective,describing things
low,BAD QUALITY,B2,adjective,describing things
low,SOUND,B2,adjective,
lower,MOVE,B2,verb,people: actions
lower,REDUCE,B2,verb,
loyal,,B2,adjective,people: personality
loyalty,,B2,noun,people: personality
luck,SUCCESS,B2,noun,
lung,,B2,noun,body and health
luxury,THING THAT GIVES PLEASURE,B2,noun,
lyrics,,B2,noun,arts and media
magic,SPECIAL QUALITY,B2,noun,
magical,SPECIAL POWERS,B2,adjective,
magical,SPECIAL QUALITY,B2,adjective,
maintain,CONTINUE TO HAVE,B2,verb,
maintain,KEEP IN GOOD CONDITION,B2,verb,people: actions
maintenance,,B2,noun,people: actions
major,,B2,adjective,
major,,B2,noun,education
major in,,B2,phrasal verb,
majority,,B2,noun,describing things
make,EARN,B2,verb,"money, work"
make a (big) difference,,B2,phrase,
make a (big) difference,,B2,phrase,
make a fool of yourself,,B2,phrase,people: personality
make a fool of yourself,,B2,phrase,people: personality
make a fool (out) of sb,,B2,phrase,people: personality
make a fool (out) of sb,,B2,phrase,people: personality
make for sth,,B2,phrasal verb,people: actions
make fun of sb/sth,,B2,phrase,people: actions
make fun of sb/sth,,B2,phrase,people: actions
make no difference/not make any difference,,B2,phrase,
make out sth/sb or make sth/sb out,,B2,phrasal verb,
maker,,B2,noun,
make sense,,B2,phrase,communication
make sense,,B2,phrase,
make sense,,B2,phrase,communication
make sense,,B2,phrase,
make sth into sth,,B2,phrasal verb,people: actions
make the best of sth,,B2,phrase,
make the best of sth,,B2,phrase,
make the most of sth,,B2,phrase,people: actions
make the most of sth,,B2,phrase,people: actions
make the/sb's bed,,B2,phrase,
make up for sth,,B2,phrasal verb,
make up sth or make sth up,,B2,phrasal verb,communication
make use of sth,,B2,phrase,
make your way,,B2,phrase,
male,,B2,noun,"animals, people: appearance"
man,PEOPLE,B2,noun,
management,,B2,noun,work
mankind,,B2,noun,
manner,WAY,B2,noun,
manner,BEHAVIOR,B2,noun,
manners,,B2,phrase,
manual,PHYSICAL WORK,B2,adjective,work
manual,WITH HANDS,B2,adjective,people: actions
manual,,B2,noun,communication
manufacture,,B2,verb,work
manufacturer,,B2,noun,work
manufacturing,,B2,noun,work
marathon,,B2,noun,shopping
mark,DIFFERENT AREA,B2,noun,
mark,PIECE OF WORK,B2,verb,"education, people: actions"
mark,TO SHOW,B2,verb,communication
marketing,,B2,noun,shopping
martial art,,B2,noun,shopping
mask,,B2,noun,clothes
massive,,B2,adjective,describing things
mass media,,B2,phrase,
master,IN CHARGE,B2,noun,
match,STICK,B2,noun,
material,PHYSICAL SUBSTANCE,B2,noun,
mathematical,,B2,adjective,
matter,SITUATION,B2,noun,communication
mature,,B2,adjective,people: personality
may have,,B2,phrase,
may/might/could well,,B2,phrase,
mayor,,B2,noun,"politics, work"
mean,NOT KIND,B2,adjective,people: personality
meaning,PURPOSE,B2,noun,
meaningful,USEFUL,B2,adjective,
meaningful,WITH MEANING,B2,adjective,
means,METHOD,B2,noun,
measure,FIND SIZE,B2,verb,"describing things, people: actions"
measure,METHOD,B2,noun,
measurement,SIZE,B2,noun,describing things
mechanical,MACHINES,B2,adjective,technology
medal,,B2,noun,
medical,,B2,adjective,body and health
medieval,,B2,adjective,describing things
melt,,B2,verb,
memorable,,B2,adjective,
mental,,B2,adjective,people: personality
mentally,,B2,adverb,people: personality
mention,,B2,noun,communication
mere,,B2,adjective,describing things
merely,NOTHING MORE,B2,adverb,describing things
mess,PROBLEMS,B2,noun,
message,IDEA,B2,noun,
mess up sth or mess sth up,,B2,phrasal verb,people: actions
microphone,,B2,noun,technology
middle,CENTRAL,B2,adjective,describing things
might as well do sth,,B2,phrase,
might have,,B2,phrase,
mild,FOOD,B2,adjective,food and drink
military,,B2,adjective,
million,,B2,noun,
mine,UNDERGROUND,B2,noun,
minister,,B2,noun,"politics, work"
minor,,B2,adjective,
minority,LESS THAN HALF,B2,noun,describing things
mint,,B2,noun,food and drink
miracle,,B2,noun,
miserable,UNPLEASANT,B2,adjective,people: personality
misery,,B2,noun,people: personality
misleading,,B2,adjective,communication
miss,FAIL TO DO,B2,verb,
miss,NOT HIT,B2,verb,people: actions
mission,PURPOSE,B2,noun,
miss out,,B2,phrasal verb,
mist,,B2,noun,natural world
misty,,B2,adjective,natural world
misunderstand,NOT UNDERSTAND,B2,verb,
misunderstanding,,B2,noun,
mix,MEET,B2,verb,relationships
mixture,SUBSTANCE,B2,noun,
mixture,STYLES/IDEAS,B2,noun,
mix up sb/sth or mix sb/sth up,,B2,phrasal verb,
modest,NOT LARGE,B2,adjective,describing things
monitor,PERSON,B2,noun,work
monitor,SCREEN,B2,noun,technology
monument,STRUCTURE,B2,noun,buildings
