Word,Level,Guideword,Part of Speech,Topic
the look of,B2,,phrase,
the main thing,B2,,phrase,
the matter,A2,,phrase,
the medium,B2,,phrase,arts and media
the middle,A2,,phrase,
the middle class,C1,,noun,
the military,C1,,phrase,
the minute,C2,,phrase,
the moment,C2,,phrase,
the moon,A2,,phrase,natural world
the movie,A1,,phrase,arts and media
the naked eye,C2,,phrase,
the net,A2,,phrase,technology
the news,B1,,phrase,arts and media
the next good thing,C1,,phrase,
the next thing I know,C2,,phrase,communication
the ninety,B2,,phrase,
the norm,C1,,phrase,
the north,A2,,phrase,
the object of,C1,,phrase,
the odd,C2,,phrase,
the old day,C1,,phrase,
the opposite sex,C1,,phrase,
the opposition,C1,,phrase,politics
the other day,B1,,phrase,
the other side,B1,,phrase,
the other way around,B2,,phrase,
the outside,B2,,phrase,
the passive,B1,,phrase,
the past,A2,,phrase,
the people,C1,,phrase,
the perfect,B2,,phrase,
the point,B2,,phrase,communication
the poor,C1,,phrase,
the present,A1,,phrase,
the press,B2,,phrase,arts and media
the prime example,C2,,phrase,
the pro and con,B2,,phrase,
the prosecution,C2,,phrase,crime
the public,B1,,phrase,
the purpose,C2,,phrase,
the question,C2,,phrase,
the radio,A1,,phrase,arts and media
the rating,C2,,phrase,
the reality,B2,,phrase,
the rear,C1,,phrase,
the rest,A2,,phrase,
the rich,C1,,phrase,
the right,C2,,phrase,politics
the root of,C1,,phrase,
the same,A1,,phrase,describing things
the same old story,C1,,phrase,
the same thing,B1,,phrase,
the second person,B2,,noun,
the secret,B2,,phrase,
the seventy,B2,,phrase,
the shadow of a doubt,C2,IDIOM,phrase,
the sight,B1,,phrase,travel
the sight of,B2,,phrase,
the sixty,B2,,phrase,
the sound of,C2,,phrase,
the south,A2,,phrase,
the spotlight,C2,,phrase,
the subject,C2,,phrase,communication
the substance of,C2,,phrase,
the supernatural,B2,,phrase,
the tail end of,C2,,phrase,
the thing be,B2,,phrase,communication
the third person,B2,,noun,
the thirty,B2,,phrase,
the throne,C2,,phrase,
the tip of the iceberg,C2,IDIOM,phrase,
the top,C2,,phrase,
the trouble with,B2,,phrase,
the truth,B1,,phrase,
the turn of the century,C2,,phrase,
the twenty,B2,,phrase,
the unemployed,C1,,phrase,
the universe,B1,,phrase,natural world
the upper class,C1,,noun,
the use of,C2,,phrase,
the vote,C1,,phrase,politics
the web,A2,,phrase,technology
the wee hour,C2,,phrase,
the weekend,B2,,phrase,
the west,A2,,phrase,
the wheel,B2,,phrase,travel
the whole thing,B2,,phrase,
the working class,C1,,noun,
the young,B2,,phrase,people: appearance
theater,A2,,noun,"arts and media, buildings"
theft,B2,,noun,"crime, people: actions"
their,A1,BELONGING TO GROUP,determiner,
their own right,C2,,phrase,
theme,B2,,noun,communication
themselves,A2,,phrase,
then,A1,AT THAT TIME,adverb,
then again,C2,,phrase,
theoretical,C2,NOT PROVED,adjective,
theoretically,C2,,adverb,
theory,B2,IDEA,noun,
therapeutic,C1,HEALTH,adjective,body and health
therapist,C1,,noun,buildings
therapy,B2,,noun,body and health
there,A1,,phrase,travel
there be,A1,,phrase,
there be no doubt,B1,,phrase,
there be no harm in do,C1,,phrase,
there need to,C2,,phrase,
thereafter,C2,,adverb,
thereby,C1,,adverb,
therefore,B1,,adverb,communication
thermometer,B2,,noun,technology
these,A1,,determiner,
these day,A2,,phrase,
thesis,B2,WRITING,noun,"communication, education"
they,A1,GROUP,pronoun,
thick,B1,NOT THIN,adjective,describing things
thief,B1,,noun,crime
thigh,B2,,noun,body and health
thin,A2,NOT THICK,adjective,describing things
thing,A1,OBJECT,noun,
thing easy,B1,,phrase,people: actions
thing like that,B1,,phrase,
think,A1,BELIEVE TO BE TRUE,verb,people: personality
think ahead,C2,,phrasal verb,
think back,C2,,phrasal verb,
think highly,C2,,phrase,
think highly of,C2,,phrase,
think of,B1,,phrase,
think over or think over,B2,,phrasal verb,
think through or think through,B2,,phrasal verb,
think twice,C1,,phrase,
thinker,C2,,noun,
third,A2,,number,
third - rate,C1,,phrase,
third day,C2,,phrase,
third gear,B2,,phrase,travel
third place,B1,,phrase,shopping
thirst,B2,WANTING DRINK,noun,food and drink
thirsty,A2,,adjective,food and drink
thirteen,A1,,number,
thirty,A2,,number,
this,A1,ALREADY MENTIONED,determiner,
this and that,C2,,phrase,
this opportunity to do,B2,,phrase,
thorough,B2,,adjective,
thoroughly,B2,VERY MUCH,adverb,
those,A1,,determiner,
those who,B2,,phrase,
though,B1,DESPITE,conjunction,
thought,B1,IDEA,noun,people: personality
thought wander,C2,,phrase,
thoughtful,B2,KIND,adjective,people: personality
thoughtfully,C2,,adverb,
thoughtless,C2,,adjective,people: personality
thousand,A2,,number,
thread,C2,CONNECTION,noun,
thread a needle,C2,,phrase,people: actions
thread your way through,C2,,phrase,people: actions
threat,B2,DAMAGE,noun,
threaten,B2,HARM,verb,communication
three,A1,,number,
three - star,C1,,phrase,
three o'clock,A1,,phrase,
threshold,C2,LEVEL,noun,
thrill,B2,,adjective,people: personality
thriller,B1,,noun,arts and media
thrilling,B2,,adjective,describing things
thrive,C1,,verb,
throat,B1,,noun,body and health
throne,C2,FOR KING/QUEEN,noun,buildings
through,A2,ONE SIDE TO ANOTHER,preposition,describing things
through or read over,B2,,phrasal verb,communication
through thick and thin,C2,IDIOM,phrase,
throughout,B2,WHOLE TIME,preposition,
throw,A2,IN AIR,verb,people: actions
throw around,C2,,phrase,people: actions
throw away,B1,,phrasal verb,people: actions
throw caution to the wind,C2,IDIOM,phrase,
throw in,C1,,phrase,people: actions
throw in at the deep end,C2,IDIOM,phrase,
throw in the towel,C2,IDIOM,phrase,
throw out or throw out,B2,,phrasal verb,people: actions
throw up or throw up,B2,,phrasal verb,body and health
throw yourself into,C1,,phrasal verb,
thumb,B1,,noun,body and health
thunder,B1,,noun,natural world
thunderstorm,A2,,noun,natural world
thursday,A1,,noun,
thursday after next,B2,,phrase,
thus,B2,,adverb,communication
tick,C2,,verb,
ticket,A1,,noun,"money, travel"
tide,B2,,noun,natural world
tidy,C2,,adjective,
tie,A2,CLOTHES,noun,clothes
tie the knot,C2,IDIOM,phrase,
tie up,B2,,phrasal verb,people: actions
tiger,B1,,noun,animals
tight,A2,,noun,clothes
tighten,B2,,verb,people: actions
tighten your belt,C2,IDIOM,phrase,money
tightly,B2,,adverb,
till,A2,,preposition,
timber,C2,TREES,noun,
time,A1,PARTICULAR POINT,noun,
time - consume,C1,,adjective,
time after time,C2,,phrase,
time now,B2,,phrase,
timid,C2,,adjective,people: personality
timing,B2,,noun,
tin,C2,METAL,noun,natural world
tin can,C1,,phrase,
tiny,B1,,adjective,describing things
tip,B1,ADVICE,noun,communication
tip into,C2,,phrase,people: actions
tip off or tip off,C2,,phrasal verb,
tire,A2,,noun,travel
tire of,C2,,phrasal verb,people: personality
tire of do,B1,,phrase,people: personality
tired,A1,WANTING REST,adjective,people: personality
tiredness,B2,,noun,people: personality
tiresome,C2,,adjective,describing things
tiring,B1,,adjective,people: personality
tissue,B1,,noun,
title,B1,"BOOK/FILM, ETC.",noun,communication
to,A1,INFINITIVE,preposition,
to 's credit,C2,,phrase,
to 's disappointment,C2,,phrase,
to 's satisfaction,C2,,phrase,
to a certain extent,B2,,phrase,communication
to a great,B2,,phrase,communication
to all intent and purpose,C2,,phrase,
to begin with,B1,,phrase,
to blame,C1,,phrase,
to cap it off,C1,,phrase,
to date,B2,,phrase,
to death,C2,,phrase,
to do,A1,,phrase,people: personality
to do so,C1,,phrase,
to go,B1,,phrase,food and drink
to honest,B1,,phrase,communication
to make a long story short,C1,IDIOM,phrase,
to make matter bad,B2,,phrase,
to my knowledge,B2,,phrase,communication
to my mind,B2,,phrase,communication
to myself,C1,,phrase,
to precise,B2,,phrase,
to say nothing of,C2,,phrase,
to say the least,C1,,phrase,communication
to some extent,B2,,phrase,communication
to spare,C1,,phrase,
to speak,C2,,phrase,
to start with,B2,,phrase,
to stay,B2,,phrase,
to the contrary,C1,,phrase,
to the point,C2,,phrase,
to top it off,C2,,phrase,
to vent frustration,C2,,phrase,
to work,A1,,phrase,travel
toast,A2,BREAD,noun,food and drink
tobacco,C1,,noun,natural world
today,A1,THIS DAY,adverb,
toddler,C2,,noun,
toe,A2,ON FOOT,noun,body and health
toenail,B2,,noun,body and health
together,A1,WITH EACH OTHER,adverb,relationships
toilet,A1,CONTAINER,noun,buildings
token,C1,LOVE/THANKS,noun,
tolerance,C2,,noun,people: personality
tolerant,C1,,adjective,
tolerate,B2,,verb,people: personality
toll,C1,MONEY,noun,
tomato,A1,,noun,food and drink
tomb,B2,,noun,
tomorrow,A1,,phrase,communication
ton,B2,WEIGHT,noun,describing things
ton of,B2,,phrase,describing things
tone,B2,VOICE,noun,communication
tongue,B1,IN MOUTH,noun,body and health
tonight,A1,,adverb,
too,A1,ALSO,adverb,
too bad,B1,,phrase,communication
too much,A2,,phrase,describing things
too proud,B2,,phrase,people: personality
too small,A1,,phrase,describing things
tool,B2,MAKE/REPAIR,noun,
tooth,A1,IN MOUTH,noun,body and health
toothache,A2,,noun,body and health
toothbrush,A2,,noun,
toothpaste,B1,,noun,
top,A2,HIGHEST PART,noun,
top off or top off,C2,,phrasal verb,
top with,C2,,phrase,
topic,B1,,noun,communication
tornado,B2,,noun,natural world
torrential,C2,,adjective,natural world
torture,C1,BORING/UNPLEASANT,noun,
toss,C1,,phrase,people: actions
toss and turn,C2,,phrase,
toss away,C2,,phrase,people: actions
total,B1,,noun,
totalitarian,C2,,adjective,politics
totally,B1,,adverb,communication
touch,B1,PUT HAND ON,verb,people: actions
touch a nerve,C2,IDIOM,phrase,communication
touch and go,C2,IDIOM,phrase,
tough,B2,DIFFICULT,adjective,
toughness,C2,,noun,people: personality
tour,A2,,noun,travel
tour guide,A2,,noun,"travel, work"
tourism,B1,,noun,travel
tourist,A2,,noun,travel
tournament,B1,,noun,shopping
toward,B1,,phrase,people: actions
towel,A2,FOR DRYING,noun,buildings
tower,B1,,noun,buildings
town,A1,PLACE,noun,natural world
toxic,B2,,adjective,body and health
toy,A2,,noun,shopping
trace,B2,,noun,
track,B1,PATH,noun,travel
track down,C2,,phrasal verb,people: actions
tractor,C2,,noun,travel
trade,B1,BUYING AND SELLING,noun,"shopping, work"
trader,C2,,noun,"shopping, work"
tradition,B2,,noun,
traditional,B1,,adjective,
traditionally,B2,,adverb,
traffic,A2,VEHICLES,noun,travel
traffic jam,B1,,noun,travel
traffic light,A2,,noun,travel
tragedy,B2,,noun,
tragic,B2,,adjective,people: personality
tragically,C2,,adverb,people: personality
trail,B2,PATH,noun,travel
trail off,C2,,phrasal verb,
train,A1,,phrase,travel
train of thought,C2,,phrase,
trainee,C1,,noun,work
trainer,B1,PERSON,noun,"education, work"
training,B1,LEARNING SKILLS,noun,"education, work"
trait,C2,,noun,people: personality
tram,A2,,noun,travel
tranquil,C1,,adjective,describing things
tranquility,C2,,noun,
transaction,C1,,noun,"money, shopping"
transfer,B1,MOVE,verb,people: actions
transform,B2,,verb,people: actions
transformation,C1,,noun,
transition,C2,,noun,
transitive,B2,,adjective,
translate,B1,LANGUAGE,verb,communication
translation,B1,,noun,communication
transmission,C2,BROADCAST,noun,arts and media
transmit,C1,RADIO/TELEVISION,verb,"arts and media, technology"
transparent,B2,,adjective,describing things
transplant,C2,,noun,body and health
transport,B2,GOODS/PEOPLE,noun,travel
transportation,B1,TRAVEL METHOD,noun,travel
trap,B2,,phrase,
trash,B1,,noun,
trauma,C2,,noun,
traumatic,C2,,adjective,
travel,A1,MAKE JOURNEY,verb,"people: actions, travel"
travel agent,B1,,noun,"travel, work"
traveler,B1,,noun,travel
tray,B2,,noun,food and drink
treasure,B2,"GOLD/JEWELS, ETC.",noun,money
treat,B2,DEAL WITH,verb,
treatment,B2,,phrase,
treaty,C2,,noun,
tree,A1,,noun,natural world
trek,C1,,noun,"people: actions, travel"
trekking,B2,,noun,travel
tremble,B2,,verb,"people: actions, people: personality"
tremendous,B2,GOOD,adjective,describing things
tremendously,B2,,adverb,communication
trend,B1,,noun,
trial,B2,IN COURT,noun,crime
trial and error,C2,,phrase,
triangle,B2,,noun,describing things
tribal,C2,,adjective,
tribe,B2,,noun,relationships
tribute,C2,,noun,communication
trick,B1,DECEIVE,noun,
trick on,B2,,phrase,people: personality
tricky,B2,,adjective,
trigger,C1,,verb,
trilogy,C2,,noun,arts and media
trio,C2,,noun,arts and media
trip,A2,,noun,travel
triumph,C1,SUCCESS,noun,shopping
trivial,B2,,adjective,describing things
troop,C2,,noun,
trophy,B2,,noun,shopping
tropical,B2,,adjective,natural world
trouble,B1,DIFFICULTIES,noun,
troubled,C1,,adjective,
troublesome,C2,,adjective,describing things
trouser,C1,,noun,clothes
truck,B1,,noun,travel
trudge along,C2,,phrase,
true,A2,NOT FALSE,adjective,
truly,B2,VERY,adverb,
trumpet,B1,,noun,arts and media
trunk,B1,CAR,noun,travel
trust,B1,BELIEVE,verb,people: personality
trustworthy,C1,,adjective,people: personality
truth,B2,BEING TRUE,noun,
try,A2,ATTEMPT,verb,people: actions
try on or try on,A2,,phrasal verb,"clothes, people: actions"
try out or try out,B2,,phrasal verb,people: actions
try your good,B1,,phrase,
tube,B1,CONTAINER,noun,
tuesday,A1,,noun,
tuition,C1,,noun,
tuna,B1,,noun,food and drink
tune,C1,MUSICAL NOTES,noun,arts and media
tunnel,B1,,noun,travel
turbulent,C2,,adjective,
turkey,B1,,noun,"animals, food and drink"
turmoil,C2,,noun,
turn,A2,CHANGE DIRECTION,verb,people: actions
turn 16,C1,,phrase,
turn a blind eye,C1,IDIOM,phrase,
turn back,B2,,phrasal verb,
turn blue,B2,,phrase,
turn down,B2,,phrasal verb,communication
turn down or turn down,B1,,phrasal verb,people: actions
turn into,B1,,phrasal verb,
turn of event,C2,,phrase,
turn off or turn off,A2,,phrasal verb,"people: actions, technology"
turn on or turn on,A2,,phrasal verb,"people: actions, technology"
turn out,B2,HAPPEN,phrasal verb,
turn over a new leaf,C2,IDIOM,phrase,
turn to,B2,,phrasal verb,communication
turn up,B2,,phrasal verb,"people: actions, travel"
turn up or turn up,B1,,phrasal verb,"people: actions, technology"
turn your back on,C2,,phrase,
turn your nose up at,C2,IDIOM,phrase,
tutor,B2,,noun,"education, work"
tv,A1,,noun,"arts and media, technology"
twelve,A1,,number,
twenty,A1,NUMBER,number,
twice,A2,,adverb,
twin,B1,,noun,relationships
twist,C1,INJURE,verb,body and health
twisted,B2,BENT,adjective,describing things
two,A1,,phrase,
two - star,C1,,phrase,
two month ' time,B1,,phrase,
two week,B1,,phrase,
type,A2,SIMILAR,noun,
type in or type in,B1,,phrasal verb,"communication, people: actions"
typical,B1,,adjective,
typically,B1,USUALLY,adverb,
ultimate,B2,MOST,adjective,
ultimately,C1,FINALLY,adverb,
umbrella,A2,,noun,clothes
unable to do,B1,,phrase,people: personality
unacceptable,B2,,adjective,describing things
unaffected,C2,,adjective,
unaffordable,C1,,adjective,money
unanimous,C2,,adjective,
unanimously,C2,,adverb,
unattainable,C2,,adjective,
unattractive,B2,NOT BEAUTIFUL,adjective,
unavailable,B2,IMPOSSIBLE TO GET,adjective,shopping
unavoidable,C1,,adjective,
unavoidably,C2,,adverb,
unaware,B2,,adjective,people: personality
unbalanced,C2,MENTALLY ILL,adjective,body and health
unbearable,B2,,adjective,
unbelievable,B1,SURPRISING,adjective,people: personality
unbiased,C2,,adjective,
uncertain,B2,NOT SURE,adjective,people: personality
uncertainty,C1,,noun,
unchange,B2,,adjective,
uncle,A2,,noun,relationships
unclear,B2,DIFFICULT TO UNDERSTAND,adjective,
unclear about,B2,,phrase,
uncomfortable,B1,,adjective,people: personality
uncomfortably,C1,,adverb,
uncommon,C1,,adjective,
unconditional,C2,,adjective,
unconscious,B2,,adjective,body and health
unconsciously,C2,,adverb,
unconventional,C1,,adjective,people: personality
uncountable noun,B1,,noun,
uncover,C1,,verb,
undeniable,C1,,adjective,
undeniably,C2,,adverb,
under,A1,LOWER POSITION,preposition,describing things
under attack,B2,,phrase,
under control,B2,,phrase,
under the impression,B2,,phrase,people: personality
under way,C2,,phrase,
under your breath,C2,,phrase,communication
under your nose,C2,IDIOM,phrase,
underdeveloped,C2,,adjective,
underestimate,B2,NOT KNOW SIZE,verb,
undergo,C1,,verb,
underlie,C2,,adjective,
underline,B1,DRAW LINE,verb,communication
undermine,C2,,verb,
underneath,B1,,preposition,describing things
underpaid,C1,,adjective,
underpant,B1,,noun,clothes
undershirt,C1,,noun,clothes
understand,A1,KNOW MEANING,verb,
understandable,B2,,adjective,
understandably,C1,,adverb,
understanding of,C2,,phrase,
undertake,C1,DO,verb,people: actions
undertake to do,C2,,phrase,
undertaking,C2,,noun,
underwater,B2,,adjective,
underway,C2,HAPPENING,adjective,
underwear,B1,,noun,clothes
undesirable,C2,,adjective,
undeveloped,C2,,adjective,
undo,B2,OPEN,verb,people: actions
undoubtedly,C1,,adverb,communication
undress,B1,,verb,"clothes, people: actions"
undressed,B2,,adjective,clothes
undue,C2,,adjective,
uneasy,B2,,adjective,people: personality
unemployed,B1,,adjective,work
unemployment,B1,,noun,work
unethical,C2,,adjective,people: personality
uneven,C2,,adjective,describing things
uneventful,C2,,adjective,
unexpected,B1,,adjective,people: personality
unexpectedly,B2,,adverb,people: personality
unfair,B1,NOT EQUAL,adjective,
unfairly,B2,,adverb,
unfamiliar,B2,NOT KNOWN,adjective,
unfamiliar with,B2,,phrase,people: personality
unfashionable,B2,,adjective,"clothes, describing things"
unfavorable,C2,CRITICIZING,adjective,
unfit,B2,,adjective,describing things
unfold,C1,OPEN,verb,people: actions
unforeseen,C1,,adjective,
unforgettable,B1,,adjective,
unfortunate,B2,BAD SITUATION,adjective,
unfortunately,A2,,adverb,communication
unfriendly,B1,,adjective,"people: personality, relationships"
unhappiness,B2,,noun,people: personality
unhappy,A2,SAD,adjective,people: personality
unhealthy,B1,,adjective,body and health
unhelpful,B2,NO HELP,adjective,people: personality
uniform,A2,,noun,"clothes, education, work"
unimaginable,C2,,adjective,
unimportant,B1,,adjective,describing things
uninhabited,C2,,adjective,
uninterested,B1,,adjective,people: personality
