Word,Level,Kanji,Hiragana,English
ようび,N3,曜日,ようび,day of the week
ようふう,N1,洋風,ようふう,western style
ようふく,N5,洋服,ようふく,western-style clothes
ようぶん,N2,養分,ようぶん,"nourishment,nutrient"
ようほう,N1,用法,ようほう,"directions, rules of use"
ようぼう,N1,要望,ようぼう,"demand for, request"
ようもう,N2,羊毛,ようもう,wool
ようやく,N2,漸く,ようやく,"gradually,finally,hardly"
ようりょう,N2,要領,ようりょう,"point,gist,essentials,outline"
よか,N1,余暇,よか,"leisure, leisure time, spare time"
よかん,N1,予感,よかん,"presentiment, premonition"
よき,N3,予期,よき,"expectation,assume will happen,forecast"
よきょう,N1,余興,よきょう,"side show, entertainment"
よきん,N1,預金,よきん,"deposit, bank account"
よく,N5,,よく,"often, well"
よくあつ,N1,抑圧,よくあつ,"check, restraint, oppression, suppression"
よくしつ,N1,浴室,よくしつ,"bathroom, bath"
よくせい,N1,抑制,よくせい,suppression
よくばり,N2,欲張り,よくばり,"avarice,covetousness,greed"
よくふかい,N1,欲深い,よくふかい,greedy
よくぼう,N1,欲望,よくぼう,"desire, appetite"
よけい,N2,余計,よけい,"too much,unnecessary,abundance,surplus,excess,superfluity"
よこ,N5,横,よこ,"beside,side,width"
よこぎる,N3,横切る,よこぎる,"to cross (e.g. arms),to traverse"
よこす,N2,,よこす,"(1) to send,to forward,(2) to hand over (e.g. money)"
よこづな,N1,横綱,よこづな,sumo grand champion
よごす,N2,汚す,よごす,"(1) to disgrace,to dishonour,(2) to pollute,to contaminate,to soil,to make dirty,to stain"
よごれる,N4,汚れる,よごれる,to get dirty
よさん,N3,予算,よさん,"estimate,budget"
よし,N1,葦,よし,"reed, bulrush"
よしあし,N1,善し悪し,よしあし,"good or bad, merits or demerits, quality, suitability"
よしゅう,N4,予習,よしゅう,preparation for a lesson
よす,N3,止す,よす,"to cease,to abolish,to resign,to give up"
よせる,N2,寄せる,よせる,"to collect,to gather,to add,to put aside"
よそ,N2,余所,よそ,"another place,somewhere else,strange parts"
よそう,N1,予想,よそう,"expectation, anticipation, prediction, forecast"
よそく,N3,予測,よそく,"prediction,estimation"
よそみ,N1,余所見,よそみ,"looking away, looking aside"
よち,N1,余地,よち,"place, room, margin, scope"
よっか,N5,四日,よっか,"four days, fouth day of the month"
よっつ,N5,四つ,よっつ,four
よって,N1,依って,よって,"therefore, consequently, accordingly, because of"
よっぱらい,N2,酔っ払い,よっぱらい,drunkard
よっぽど,N1,余程,よっぽど,"very, greatly, much, to a large extent, quite"
よつかど,N2,四つ角,よつかど,"four corners,crossroads"
よてい,N4,予定,よてい,arrangement
よとう,N1,与党,よとう,"government party, (ruling) party in power, government"
よなか,N3,夜中,よなか,"midnight,dead of night"
よのなか,N3,世の中,よのなか,"society,the world,the times"
よび,N2,予備,よび,"preparation,preliminaries,reserve,spare"
よびかける,N2,呼び掛ける,よびかける,"to call out to,to accost,to address (crowd),to appeal"
よびだす,N2,呼び出す,よびだす,"to summon,to call (e.g. phone)"
よびとめる,N1,呼び止める,よびとめる,"to challenge, to call somebody to halt"
よふかし,N1,夜更かし,よふかし,"staying up late, keeping late hours, sitting up late at night, nighthawk"
よふけ,N1,夜更け,よふけ,late at night
よぶ,N5,呼ぶ,よぶ,"to call out,to invite"
よぶん,N3,余分,よぶん,"extra,excess,surplus"
よほう,N3,予報,よほう,"forecast,prediction"
よぼう,N3,予防,よぼう,"prevention,precaution,protection against"
よみ,N3,読み,よみ,reading
よみあげる,N1,読み上げる,よみあげる,"to read out loud (and clearly), to call a roll"
よみがえる,N2,蘇る,よみがえる,"to be resurrected,to be revived,to be resuscitated,to be rehabilitated"
よむ,N5,読む,よむ,to read
よめ,N3,嫁,よめ,"bride,daughter-in-law"
よやく,N4,予約,よやく,reservation
よゆう,N3,余裕,よゆう,"surplus,composure,margin,room,time,allowance,scope,rope"
より,N5,,より/ほう,Used for comparison.
よりかかる,N1,寄り掛かる,よりかかる,"to lean against, to recline on, to lean on, to rely on"
よる,N5,夜,よる,"evening,night"
よると,N3,,よると,according to
よろこび,N3,喜び,よろこび,"(a) joy,(a) delight,rapture,pleasure,gratification,rejoicing,congratulations,felicitations"
よろこぶ,N4,喜ぶ,よろこぶ,to be delighted
よろしい,N4,,よろしい,"(respectful) OK,all right"
よろしく,N3,よろしく,（感）,"well,properly,suitably,best regards,please remember me"
よわい,N5,弱い,よわい,weak
よわまる,N1,弱まる,よわまる,"to abate, to weaken, to be emaciated, to be dejected, to be perplexed"
よわめる,N1,弱める,よわめる,to weaken
よわる,N1,弱る,よわる,"to weaken, to be troubled, to be downcast, to be emaciated, to be dejected, to be perplexed, to impair"
よん,N5,四,し / よん,Four
らい,N3,来,らい,",for (10 days),next (year)"
らいげつ,N5,来月,らいげつ,next month
らいしゅう,N5,来週,らいしゅう,next week
らいじょう,N1,来場,らいじょう,attendance
らいにち,N2,来日,らいにち,"arrival in Japan,coming to Japan,visit to Japan"
らいねん,N5,来年,らいねん,next year
らく,N3,楽,らく,"comfort,ease"
らくだい,N2,落第,らくだい,"failure,dropping out of a class"
らくのう,N1,酪農,らくのう,dairy (farm)
らっか,N1,落下,らっか,"fall, drop, come down"
らっかん,N1,楽観,らっかん,optimism
らん,N2,欄,らん,column of text (e.g. as in a newspaper)
らんぼう,N2,乱暴,らんぼう,"rude,violent,rough,lawless,unreasonable,reckless"
らんよう,N1,濫用,らんよう,"abuse, misuse, misappropriation, using to excess"
りえき,N3,利益,りえき,"profits,gains,(political, economic) interest"
りか,N2,理科,りか,science
りかい,N3,理解,りかい,"understanding,comprehension"
りがい,N2,利害,りがい,"advantages and disadvantages,interest"
りく,N3,陸,りく,six (used in legal documents)
りくつ,N1,理屈,りくつ,"theory, reason"
りこう,N3,利口,りこう,"clever,shrewd,bright,sharp,wise,intelligent"
りこん,N3,離婚,りこん,divorce
りし,N1,利子,りし,interest (bank)
りじゅん,N1,利潤,りじゅん,"profit, returns"
りせい,N1,理性,りせい,"reason, sense"
りそう,N3,理想,りそう,ideal
りそく,N1,利息,りそく,interest (bank)
りったい,N1,立体,りったい,solid body
りっぱ,N5,,りっぱ,splendid
りっぽう,N1,立法,りっぽう,"legislation, lawmaking"
りつ,N3,率,りつ,"rate,ratio,proportion,percentage"
りてん,N1,利点,りてん,"advantage, point in favor"
りゃくご,N1,略語,りゃくご,"abbreviation, acronym"
りゃくす,N2,略す,りゃくす,to abbreviate
りゃくだつ,N1,略奪,りゃくだつ,"pillage, plunder, looting, robbery"
りゅう,N1,流,りゅう,"styleof, method of, manner of"
りゅういき,N2,流域,りゅういき,(river) basin
りゅうがく,N3,留学,りゅうがく,studying abroad
りゅうがくせい,N5,留学生,りゅうがくせい,overseas student
りゅうこう,N3,流行,りゅうこう,"fashionable,fad,in vogue,prevailing"
りゅうつう,N1,流通,りゅうつう,"circulation of money or goods, flow of water or air, distribution"
りゆう,N4,理由,りゆう,reason
りょう,N3,量,りょう,"quantity,amount,volume,portion (of food)"
りょういき,N1,領域,りょういき,"area, domain, territory, field, region, regime"
りょうかい,N1,了解,りょうかい,"comprehension, consent, understanding, roger (on the radio)"
りょうがえ,N3,両替,りょうがえ,"change,money exchange"
りょうがわ,N2,両側,りょうがわ,both sides
りょうきょく,N1,両極,りょうきょく,"both extremities, north and south poles, positive and negative poles"
りょうきん,N3,料金,りょうきん,"fee,charge,fare"
りょうこう,N1,良好,りょうこう,"favorable, satisfactory"
りょうし,N2,漁師,りょうし,fisherman
りょうしき,N1,良識,りょうしき,good sense
りょうしつ,N1,良質,りょうしつ,"good quality, superior quality"
りょうしゅう,N2,領収,りょうしゅう,"receipt,voucher"
りょうしょう,N1,了承,りょうしょう,"acknowledgement, understanding (e.g. please be understanding of the mess during our renovation)"
りょうしん,N5,両親,りょうしん,both parents
りょうじ,N2,領事,りょうじ,consul
りょうち,N1,領地,りょうち,"territory, dominion"
りょうど,N1,領土,りょうど,"dominion, territory, possession"
りょうほう,N4,両方,りょうほう,both sides
りょうり,N5,料理,りょうり,cuisine
りょうりつ,N1,両立,りょうりつ,"compatibility, coexistence, standing together"
りょかく,N1,旅客,りょかく,passenger (transport)
りょかん,N4,旅館,りょかん,Japanese hotel
りょけん,N1,旅券,りょけん,passport
りょこう,N5,旅行,りょこう,travel
りよう,N4,利用,りよう,utilization
りれき,N1,履歴,りれき,"personal history, background, career, log"
りろん,N1,理論,りろん,theory
りん,N1,輪,りん,counter for wheels and flowers
りんぎょう,N1,林業,りんぎょう,forestry
りんじ,N2,臨時,りんじ,"temporary,special,extraordinary"
るいじ,N1,類似,るいじ,analogous
るいすい,N1,類推,るいすい,analogy
るす,N4,留守,るす,absence
るすばん,N2,留守番,るすばん,"care-taking,caretaker,house-watching"
れい,N5,零,れい,zero
れいがい,N2,例外,れいがい,exception
れいぎ,N3,礼儀,れいぎ,"manners,courtesy,etiquette"
れいこく,N1,冷酷,れいこく,"cruelty, coldheartedness, relentless, ruthless"
れいせい,N3,冷静,れいせい,"calm,composure,coolness,serenity"
れいぞう,N1,冷蔵,れいぞう,"cold storage, refrigeration"
れいぞうこ,N5,冷蔵庫,れいぞうこ,refrigerator
れいたん,N1,冷淡,れいたん,"coolness, indifference"
れいてん,N2,零点,れいてん,"zero,no marks"
れいとう,N2,冷凍,れいとう,"freezing,cold storage,refrigeration"
れいぼう,N4,冷房,れいぼう,air conditioning
れきし,N4,歴史,れきし,history
れっしゃ,N3,列車,れっしゃ,train (ordinary)
れっとう,N2,列島,れっとう,chain of islands
れつ,N3,列,れつ,"queue,line,row"
れんあい,N1,恋愛,れんあい,"love, love-making, passion, emotion, affections"
れんが,N2,煉瓦,れんが,brick
れんきゅう,N1,連休,れんきゅう,consecutive holidays
れんごう,N2,連合,れんごう,"union,alliance"
れんしゅう,N3,練習,れんしゅう,practice
れんしゅうする,N5,練習,れんしゅうする,to practice
れんじつ,N1,連日,れんじつ,"every day, prolonged"
れんじゅう,N1,連中,れんじゅう,"colleagues, company, a lot"
れんそう,N3,連想,れんそう,"association (of ideas),suggestion"
れんぞく,N3,連続,れんぞく,"serial,consecutive,continuity,continuing"
れんたい,N1,連帯,れんたい,solidarity
れんぽう,N1,連邦,れんぽう,"commonwealth, federation of states"
れんめい,N1,連盟,れんめい,"league, union, alliance"
れんらく,N4,連絡,れんらく,contact
ろうか,N5,廊下,ろうか,corridor
ろうじん,N3,老人,ろうじん,"the aged,old person"
ろうすい,N1,老衰,ろうすい,"senility, senile decay"
ろうそく,N2,蝋燭,ろうそく,candle
ろうどう,N3,労働,ろうどう,"manual labor,toil,work"
ろうどく,N1,朗読,ろうどく,"reading aloud, recitation"
ろうひ,N1,浪費,ろうひ,"waste, extravagance"
ろうりょく,N1,労力,ろうりょく,"labour, effort, toil, trouble"
ろく,N5,六,ろく,six
ろくおん,N2,録音,ろくおん,(audio) recording
ろくな,N1,碌な,ろくな,"satisfactory, decent"
ろくに,N1,碌に,ろくに,"well, enough, sufficient"
ろこつ,N1,露骨,ろこつ,"1. frank, blunt, plain, outspoken, 2. conspicuous, open, 3. broad, suggestive"
ろんぎ,N1,論議,ろんぎ,discussion
ろんじる,N3,論じる,ろんじる,"to argue,to discuss,to debate"
ろんずる,N2,論ずる,ろんずる,"to argue,to discuss,to debate"
ろんそう,N3,論争,ろんそう,"controversy,dispute"
ろんぶん,N3,論文,ろんぶん,"thesis,essay,treatise,paper"
ろんり,N1,論理,ろんり,logic
わ,N3,輪,わ,"ring,hoop,circle"
わえい,N2,和英,わえい,Japanese-English
わかい,N5,若い,わかい,young
わかす,N4,沸かす,わかす,"to boil,to heat"
わかる,N5,分かる,わかる,to be understood
わかれ,N3,別れ,わかれ,"parting,separation,farewell"
わかれる,N4,別れる,わかれる,to separate
わかわかしい,N2,若々しい,わかわかしい,"youthful,young"
わがまま,N3,,わがまま,"selfishness,egoism,wilfulness,disobedience,whim"
わき,N3,脇,わき,side
わく,N4,沸く,わく,"to boil, to grow hot,to get excited"
わくせい,N1,惑星,わくせい,planet
わけ,N4,訳,わけ,"meaning,reason"
わける,N3,分ける,わける,"to divide,to separate"
わざ,N1,技,わざ,"art, technique"
わざと,N3,,わざと,on purpose
わざわざ,N1,態々,わざわざ,"expressly, specially, doing something especially rather than incidentally"
わすれもの,N4,忘れ物,わすれもの,lost article
わすれる,N5,忘れる,わすれる,to forget
わずか,N3,僅か,わずか,"only,merely,a little,small quantity"
わずらわしい,N1,煩わしい,わずらわしい,"troublesome, annoying, complicated"
わた,N3,綿,わた,"cotton,padding"
わたくし,N5,私,わたくし,"(humble) I,myself"
わたし,N5,私,わたし,"I,myself"
わたす,N5,渡す,わたす,to hand over
わたりどり,N1,渡り鳥,わたりどり,"migratory bird, bird of passage"
わたる,N5,渡る,わたる,to go across
わだい,N3,話題,わだい,"topic,subject"
わび,N1,詫び,わび,apology
わびる,N2,詫びる,わびる,to apologize
わふう,N1,和風,わふう,Japanese style
わふく,N2,和服,わふく,Japanese clothes
わぶん,N1,和文,わぶん,"Japanese text, sentence in Japanese"
わら,N1,藁,わら,straw
わらい,N3,笑い,わらい,"laugh,laughter,smile"
わらう,N4,笑う,わらう,"to laugh,to smile"
わりあい,N4,割合,わりあい,"rate,ratio,percentage"
わりあいに,N2,,わりあいに,comparatively
わりあて,N1,割り当て,わりあて,"allotment, assignment, allocation, quota, rationing"
わりこむ,N1,割り込む,わりこむ,"to cut in, to thrust oneself into, to wedge oneself in, to muscle in on, to interrupt, to disturb"
わりざん,N2,割算,わりざん,division (math)
わりと,N2,割と,わりと,"relatively, comparitively"
わりびき,N2,割引,わりびき,"discount,reduction,rebate"
わる,N3,割る,わる,"to divide,to cut,to break,to halve"
わるい,N5,悪い,わるい,bad
わるくち,N3,悪口,わるくち,"abuse,insult,slander,evil speaking"
わるもの,N1,悪者,わるもの,"bad fellow, rascal, ruffian, scoundrel"
われる,N4,割れる,われる,to break
われわれ,N3,我々,われわれ,we
わん,N3,湾,わん,"bay,gulf,inlet"
アイスクリーム,N3,,アイスクリーム,ice cream
アイデア,N2,,アイデア/アイディア,idea
アイディア,N2,,アイデア/アイディア,idea
アイロン,N3,,アイロン,(electric) iron
アウト,N3,,アウト,out
アクセサリー,N4,,アクセサリー,accessory
アクセル,N1,,アクセル,accelerator
アクセント,N2,,アクセント,accent
アジア,N4,,アジア,Asia
アップ,N1,,アップ,up
アナウンサー,N4,,アナウンサー,announcer
アパート,N5,,アパート,apartment
アフリカ,N4,,アフリカ,Africa
アプローチ,N1,,アプローチ,approach (in golf)
アマチュア,N1,,アマチュア,amateur
アメリカ,N4,,アメリカ,America
アラブ,N1,,アラブ,Arab
アルカリ,N1,,アルカリ,alkali
アルコール,N4,,アルコール,alcohol
アルバイト,N4,,アルバイト,part-time job
アルバム,N3,,アルバム,album
アルミ,N1,,アルミ,"aluminum (Al), aluminium"
アワー,N1,,アワー,hour
アンケート,N1,,アンケート,"(fr:) (n) questionnaire (fr: enquete), survey"
アンコール,N1,,アンコール,encore
アンテナ,N2,,アンテナ,antenna
イエス,N1,,イエス,"Jesus, yes"
イコール,N2,,イコール,equal
インキ,N2,,インキ,ink
インク,N3,,インク,ink
インタビュー,N2,,インタビュー,interview
インターチェンジ,N1,,インターチェンジ,interchange
インターナショナル,N1,,インターナショナル,international
インターフォン,N1,,インターフォン,intercom
インテリ,N1,,インテリ,"egghead, intelligentsia"
インフォメーション,N1,,インフォメーション,information
インフレ,N1,,インフレ,inflation
ウイスキー,N3,,ウイスキー,whisky
ウェートレス,N1,,ウェートレス,waitress
ウエートレス,N2,,ウエートレス,waitress
ウーマン,N2,,ウーマン,woman
ウール,N2,,ウール,wool
エアメール,N1,,エアメール,air mail
エスカレーター,N4,,エスカレーター,escalator
エチケット,N2,,エチケット,etiquette
エネルギー,N3,,エネルギー,(n) energy (de: Energie)
エプロン,N2,,エプロン,apron
エレガント,N1,,エレガント,elegant
エレベーター,N5,,エレベーター,elevator
エンジニア,N1,,エンジニア,engineer
エンジン,N3,,エンジン,engine
