Kanji,Hiragana,English,JLPT
人通り,ひとどおり,pedestrian traffic,N2
,ひとまず,"for the present,once,in outline",N2
瞳,ひとみ,pupil (of eye),N2
一休み,ひとやすみ,a rest,N2
独り言,ひとりごと,"a soliloquy,a monologue,speaking to oneself",N2
,ひとりでに,"by itself,automatically,naturally",N2
,ビニール,vinyl,N2
皮肉,ひにく,"cynicism,sarcasm",N2
日日,ひにち,"every day,daily,day after day",N2
捻る,ひねる,"to turn (a switch) on or off,to twist,to puzzle over",N2
日の入り,ひのいり,sunset,N2
日の出,ひので,sunrise,N2
響き,ひびき,"echo,sound,reverberation,noise",N2
響く,ひびく,to resound,N2
皮膚,ひふ,skin,N2
冷やす,ひやす,"to cool,to refrigerate",N2
,ひゃっかじてん,encyclopedia,N2
美容,びよう,beauty of figure or form,N2
表紙,ひょうし,"front cover,binding",N2
標識,ひょうしき,"sign,mark",N2
標準,ひょうじゅん,"standard,level",N2
標本,ひょうほん,"example,specimen",N2
評論,ひょうろん,"criticism,critique",N2
平仮名,ひらがな,"hiragana,47 syllables,the cursive syllabary",N2
,ビルディング,building,N2
昼寝,ひるね,"nap (at home),siesta",N2
広げる,ひろげる,"to spread,to extend,to expand,to enlarge",N2
広さ,ひろさ,extent,N2
広場,ひろば,plaza,N2
広々,ひろびろ,"extensive,spacious",N2
広める,ひろめる,"to broaden,to propagate",N2
,ピンク,pink,N2
便箋,びんせん,"writing paper,stationery",N2
瓶詰,びんづめ,"bottling,bottled",N2
,ファスナー,"fastener,zipper",N2
風船,ふうせん,balloon,N2
不運,ふうん,"unlucky,misfortune,bad luck,fate",N2
殖える,ふえる,"to increase,to multiply",N2
深まる,ふかまる,"to deepen,to heighten,to intensify",N2
不規則,ふきそく,"irregularity,unsteadiness,disorderly",N2
普及,ふきゅう,"diffusion,spread",N2
付近,ふきん,"neighbourhood,vicinity,environs",N2
拭く,ふく,"to wipe,to dry",N2
副詞,ふくし,adverb,N2
複写,ふくしゃ,"copy,duplicate",N2
複数,ふくすう,"plural,multiple",N2
含める,ふくめる,"to include,to instruct,to make one understand",N2
膨らます,ふくらます,"to swell,to expand,to inflate,to bulge",N2
膨らむ,ふくらむ,"to expand,to swell (out),to get big,to become inflated",N2
不潔,ふけつ,"unclean,dirty,filthy,impure",N2
更ける,ふける,"to get late,to advance,to wear on",N2
符号,ふごう,"sign,mark,symbol",N2
夫妻,ふさい,"man and wife,married couple",N2
塞がる,ふさがる,"to be plugged up,to be shut up",N2
塞ぐ,ふさぐ,"to stop up,to close up,to block (up)",N2
,ふざける,"to romp,to gambol,to frolic,to joke",N2
無沙汰,ぶさた,neglecting to stay in contact,N2
武士,ぶし,"warrior,samurai",N2
部首,ぶしゅ,radical (of a kanji character),N2
襖,ふすま,sliding screen,N2
附属,ふぞく,"attached,belonging,affiliated",N2
蓋,ふた,"cover,lid,cap",N2
不通,ふつう,"suspension,interruption,stoppage,tie-up,cessation",N2
,ぶつかる,"to strike,to collide with",N2
,ぶつける,"to knock,to run into,to nail on,to strike hard,to hit and attack",N2
物騒,ぶっそう,"dangerous,disturbed,insecure",N2
,ぶつぶつ,"grumbling,complaining in a small voice",N2
船便,ふなびん,surface mail (ship),N2
部品,ぶひん,"parts,accessories",N2
吹雪,ふぶき,snow storm,N2
父母,ふぼ,"father and mother,parents",N2
踏切,ふみきり,"railway crossing,level crossing,starting line,scratch,crossover",N2
麓,ふもと,"the foot,the bottom,the base (of a mountain)",N2
増やす,ふやす,"to increase,to add to,to augment",N2
殖やす,ふやす,"to increase,to add to,to augment",N2
,フライパン,"fry pan,frying pan",N2
,ブラウス,blouse,N2
,ぶらさげる,"to hang,to suspend,to dangle,to swing",N2
,ブラシ,"brushy,brush",N2
,プラスチック,plastic,N2
,プラットホーム,platform,N2
,フリー,free,N2
振り仮名,ふりがな,",pronunciation key",N2
,プリント,"print,handout",N2
振舞う,ふるまう,"to behave,to conduct oneself,to entertain (vt)",N2
,ブローチ,brooch,N2
,プログラム,program,N2
風呂敷,ふろしき,"wrapping cloth,cloth wrapper",N2
,ふわふわ,"light,soft",N2
噴火,ふんか,eruption,N2
分解,ぶんかい,"analysis,disassembly",N2
文芸,ぶんげい,"literature,art and literature,belles-lettres",N2
文献,ぶんけん,"literature,books (reference)",N2
噴水,ふんすい,water fountain,N2
分数,ぶんすう,fraction (in math),N2
文体,ぶんたい,literary style,N2
分布,ぶんぷ,distribution,N2
文房具,ぶんぼうぐ,stationery,N2
文脈,ぶんみゃく,context,N2
分量,ぶんりょう,"amount,quantity",N2
分類,ぶんるい,classification,N2
閉会,へいかい,closure,N2
平気,へいき,"coolness,calmness,composure,unconcern",N2
並行,へいこう,"(going) side by side,concurrent,abreast,at the same time",N2
平日,へいじつ,"weekday,ordinary days",N2
兵隊,へいたい,"soldier,sailor",N2
平凡,へいぼん,"common,commonplace,ordinary,mediocre",N2
平野,へいや,"plain,open field",N2
凹む,へこむ,"to be dented,to be indented,to yield to,to give,to sink,to collapse,to cave in,to be snubbed",N2
,へそ,"navel,belly-button",N2
隔てる,へだてる,to be shut out,N2
別荘,べっそう,"holiday house,villa",N2
別々,べつべつ,"separately,individually",N2
,ベテラン,veteran,N2
,ヘリコプター,helicopter,N2
,へる,"to decrease (in size or number),to diminish,to abate",N2
,ぺん,pen,N2
編集,へんしゅう,"editing,compilation,editorial (e.g. committee)",N2
便所,べんじょ,"toilet,lavatory,rest room,latrine,comfort station",N2
,ペンチ,(abbr) pliers (lit: pinchers),N2
望遠鏡,ぼうえんきょう,telescope,N2
方角,ほうがく,"direction,way,compass point",N2
箒,ほうき,(n) broom,N2
方言,ほうげん,dialect,N2
坊さん,ぼうさん,"Buddhist priest,monk",N2
防止,ぼうし,"prevention,check",N2
方針,ほうしん,"objective,plan,policy",N2
包装,ほうそう,"packing,wrapping",N2
法則,ほうそく,"law,rule",N2
包帯,ほうたい,"bandage,dressing",N2
膨大,ぼうだい,"huge,bulky,enormous,extensive,swelling,expansion",N2
庖丁,ほうちょう,"kitchen knife,carving knife",N2
方程式,ほうていしき,equation,N2
防犯,ぼうはん,prevention of crime,N2
方面,ほうめん,"direction,district,field (e.g., of study)",N2
坊や,ぼうや,boy,N2
放る,ほうる,to let go,N2
,ボーナス,bonus,N2
朗らか,ほがらか,"brightness,cheerfulness,melodious",N2
牧場,ぼくじょう,"(1) farm (livestock),(2) pasture land,meadow,grazing land",N2
牧畜,ぼくちく,stock-farming,N2
保健,ほけん,"health preservation,hygiene,sanitation",N2
募集,ぼしゅう,"recruiting,taking applications",N2
干す,ほす,"to air,to dry,to desiccate,to drain (off),to drink up",N2
,ポスター,poster,N2
北極,ほっきょく,North Pole,N2
坊っちゃん,ぼっちゃん,son (of others),N2
,ほどく,to unfasten,N2
堀,ほり,"moat,canal",N2
掘る,ほる,"to dig,to excavate",N2
彫る,ほる,"to carve,to engrave,to sculpture,to chisel",N2
,ぼろ,"rag,scrap,tattered clothes,fault (esp. in a pretense)",N2
盆,ぼん,"Lantern Festival,Festival of the Dead,tray",N2
盆地,ぼんち,basin (e.g. between mountains),N2
本部,ほんぶ,headquarters,N2
本来,ほんらい,"essentially,naturally,by nature",N2
,まあまあ,so-so,N2
枚数,まいすう,the number of flat things,N2
毎度,まいど,"each time,common service-sector greeting",N2
,マイナス,minus,N2
巻く,まく,"to wind,to coil,to roll",N2
蒔く,まく,to sow (seeds),N2
撒く,まく,"to scatter,to sprinkle,to sow",N2
枕,まくら,"pillow,bolster",N2
曲げる,まげる,"to bend,to crook,to lean",N2
,まごまご,confused,N2
摩擦,まさつ,"friction,rubbing,rubdown,chafe",N2
混ざる,まざる,"to be mixed,to be blended with,to associate with,to mingle with,to join",N2
交ざる,まざる,"to be mixed,to be blended with,to associate with,to mingle with,to join",N2
混じる,まじる,"to be mixed,to be blended with,to associate with",N2
交じる,まじる,"to be mixed,to be blended with,to associate with",N2
,マスク,mask,N2
混ぜる,まぜる,"to mix,to stir",N2
交ぜる,まぜる,"to be mixed,to be blended with",N2
,またぐ,to straddle,N2
又は,または,"or,otherwise",N2
待合室,まちあいしつ,waiting room,N2
待ち合わせる,まちあわせる,"to rendezvous,to meet at a prearranged place and time",N2
街角,まちかど,street corner,N2
真っ暗,まっくら,"total darkness,shortsightedness,pitch dark",N2
真っ黒,まっくろ,pitch black,N2
真っ青,まっさお,"deep blue,ghastly pale",N2
真っ先,まっさき,"the head,the foremost,beginning",N2
真っ白,まっしろ,pure white,N2
祭る,まつる,"to deify,to enshrine",N2
窓口,まどぐち,ticket window,N2
纏まる,まとまる,"to be collected,to be settled,to be in order",N2
纏める,まとめる,"to put in order,to collect,to bring to a conclusion",N2
真似る,まねる,"to mimic,to imitate",N2
,まぶしい,"dazzling,radiant",N2
,まぶた,eyelids,N2
,マフラー,"muffler,scarf",N2
間も無く,まもなく,"soon,before long,in a short time",N2
,マラソン,marathon,N2
円い,まるい,"round,circular,spherical",N2
稀,まれ,"rare,seldom",N2
回り道,まわりみち,detour,N2
満員,まんいん,"full house,no vacancy,sold out",N2
,マンション,"large apartment,apartment house",N2
満点,まんてん,perfect score,N2
見送る,みおくる,"(1) to see off,to farewell,(2) to escort,(3) to let pass",N2
見下ろす,みおろす,"to overlook,to command a view of,to look down on something",N2
見掛け,みかけ,outward appearance,N2
三日月,みかづき,"new moon,crescent moon",N2
岬,みさき,cape (on coast),N2
,みじめ,"(arch) sad,pitiful,wretched",N2
,ミシン,sewing machine,N2
店屋,みせや,"store,shop",N2
見出し,みだし,"heading,caption,subtitle,index",N2
道順,みちじゅん,"itinerary,route",N2
見付かる,みつかる,"to be found,to be discovered",N2
見付ける,みつける,"to be familiar,to discover,to detect",N2
,みっともない,"shameful,indecent",N2
見直す,みなおす,"to look again,to get a better opinion of",N2
見慣れる,みなれる,"to become used to seeing,to be familiar with",N2
醜い,みにくい,ugly,N2
実る,みのる,"to bear fruit,to ripen",N2
身分,みぶん,"social position,social status",N2
見本,みほん,sample,N2
見舞う,みまう,"to ask after (health),to visit",N2
未満,みまん,"less than,insufficient",N2
名字,みょうじ,"surname,family name",N2
ミリ,（メートル）,"milli-,10^-3",N2
診る,みる,to examine (medical),N2
民間,みんかん,"private,civilian,civil,popular,folk,unofficial",N2
民謡,みんよう,"folk song,popular song",N2
向う,むかう,"(v5u) to face,to go towards",N2
剥く,むく,"to peel,to skin,to pare,to hull",N2
無限,むげん,infinite,N2
無地,むじ,"plain,unfigured",N2
蒸し暑い,むしあつい,"humid,sultry",N2
矛盾,むじゅん,"contradiction,inconsistency",N2
蒸す,むす,"to steam,to poultice,to be sultry",N2
無数,むすう,"countless number,infinite number",N2
紫,むらさき,"purple colour,violet",N2
群れ,むれ,"group,crowd,flock,herd",N2
姪,めい,niece,N2
名作,めいさく,masterpiece,N2
名刺,めいし,business card,N2
名詞,めいし,noun,N2
名所,めいしょ,famous place,N2
命ずる,めいずる,"to command,to appoint",N2
迷信,めいしん,superstition,N2
名物,めいぶつ,"famous product,special product,speciality",N2
銘々,めいめい,"each,individual",N2
目上,めうえ,"superior(s),senior",N2
,メーター,meter (clock),N2
恵まれる,めぐまれる,"to be blessed with,to be rich in",N2
巡る,めぐる,to go around,N2
目指す,めざす,"to aim at,to have an eye on",N2
目覚し,めざまし,(abbr) alarm-clock,N2
目下,めした,"at present,now",N2
目印,めじるし,"mark,sign,landmark",N2
目立つ,めだつ,"to be conspicuous,to stand out",N2
,めちゃくちゃ,"absurd,unreasonable,excessive,messed up,spoiled,wreaked",N2
,めっきり,remarkably,N2
,めでたい,"happy,simple soul,propitious,joyous",N2
,メニュー,menu,N2
,めまい,"dizziness,giddiness",N2
目安,めやす,"criterion,aim",N2
免税,めんぜい,"tax exemption,duty exemption",N2
面積,めんせき,area,N2
面接,めんせつ,interview,N2
面倒臭い,めんどうくさい,"bother to do,tiresome",N2
儲かる,もうかる,"to be profitable,to yield a profit",N2
儲ける,もうける,"to get,to earn,to gain,to have (bear, beget) a child",N2
申し訳ない,もうしわけない,inexcusable,N2
,モーター,motor,N2
木材,もくざい,"lumber,timber,wood",N2
目次,もくじ,table of contents,N2
潜る,もぐる,"(1) to drive,to pass through,(2) to evade,to hide,(3) to dive (into or under water),to go undergroun",N2
,もしかしたら,"perhaps,maybe,by some chance",N2
,もしかすると,"perhaps,maybe,by some chance",N2
,もたれる,"to lean against,to lean on,to recline on,to lie heavy (on the stomach)",N2
,モダン,modern,N2
餅,もち,sticky rice cake,N2
,もったいない,"too good,more than one deserves,wasteful,sacrilegious,unworthy of",N2
,モデル,model,N2
元々,もともと,"originally,by nature,from the start",N2
物置,ものおき,storage room,N2
物語る,ものがたる,"to tell,to indicate",N2
物差し,ものさし,"ruler,measure",N2
物凄い,ものすごい,"earth-shattering,staggering,to a very great extent",N2
,モノレール,monorail,N2
紅葉,もみじ,(1) (Japanese) maple,N2
揉む,もむ,"to rub,to crumple (up),to wrinkle",N2
燃やす,もやす,to burn,N2
催し,もよおし,"event,festivities,function",N2
盛る,もる,"(1) to serve (food, etc.),(2) to fill up,(3) to prescribe",N2
問答,もんどう,"questions and answers,dialogue",N2
,やかましい,"(1) noisy,(2) strict,fussy",N2
夜間,やかん,"at night,nighttime",N2
薬缶,やかん,kettle,N2
役者,やくしゃ,"actor,actress",N2
役所,やくしょ,"government office,public office",N2
訳す,やくす,to translate,N2
役人,やくにん,government official,N2
薬品,やくひん,"medicine(s),chemical(s)",N2
役目,やくめ,"duty,business",N2
